"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Algeria","Blast Furnace Gas - Production","2020","Terajoules","2536.133",""
"Algeria","Blast Furnace Gas - Production","2019","Terajoules","5108",""
"Algeria","Blast Furnace Gas - Production","2018","Terajoules","5844",""
"Algeria","Blast Furnace Gas - Production","2017","Terajoules","3614",""
"Algeria","Blast Furnace Gas - Production","2016","Terajoules","0",""
"Algeria","Blast Furnace Gas - Production","2015","Terajoules","2562",""
"Algeria","Blast Furnace Gas - Production","2014","Terajoules","3150",""
"Algeria","Blast Furnace Gas - Production","2013","Terajoules","2515",""
"Algeria","Blast Furnace Gas - Production","2012","Terajoules","4880",""
"Algeria","Blast Furnace Gas - Production","2011","Terajoules","4583",""
"Algeria","Blast Furnace Gas - Production","2010","Terajoules","5379",""
"Algeria","Blast Furnace Gas - Production","2009","Terajoules","4860",""
"Algeria","Blast Furnace Gas - Production","2008","Terajoules","7879",""
"Algeria","Blast Furnace Gas - Production","2007","Terajoules","7891",""
"Algeria","Blast Furnace Gas - Production","2006","Terajoules","6624",""
"Algeria","Blast Furnace Gas - Production","2005","Terajoules","7076",""
"Algeria","Blast Furnace Gas - Production","2004","Terajoules","7746",""
"Algeria","Blast Furnace Gas - Production","2003","Terajoules","7494",""
"Algeria","Blast Furnace Gas - Production","2002","Terajoules","7653",""
"Algeria","Blast Furnace Gas - Production","2001","Terajoules","6230",""
"Algeria","Blast Furnace Gas - Production","2000","Terajoules","5828",""
"Algeria","Blast Furnace Gas - Production","1999","Terajoules","6071",""
"Algeria","Blast Furnace Gas - Production","1998","Terajoules","5275",""
"Algeria","Blast Furnace Gas - Production","1997","Terajoules","3677","1"
"Algeria","Blast Furnace Gas - Production","1996","Terajoules","2865","1"
"Algeria","Blast Furnace Gas - Production","1995","Terajoules","3102","1"
"Algeria","Blast Furnace Gas - Production","1994","Terajoules","3068","1"
"Algeria","Blast Furnace Gas - Production","1993","Terajoules","4309","1"
"Algeria","Blast Furnace Gas - Production","1992","Terajoules","4038","1"
"Algeria","Blast Furnace Gas - Production","1991","Terajoules","3812","1"
"Algeria","Blast Furnace Gas - Production","1990","Terajoules","4083","1"
"Algeria","Blast Furnace Gas - Losses","2020","Terajoules","1962.437",""
"Algeria","Blast Furnace Gas - Losses","2019","Terajoules","4028",""
"Algeria","Blast Furnace Gas - Losses","2018","Terajoules","4012",""
"Algeria","Blast Furnace Gas - Losses","2017","Terajoules","2470",""
"Algeria","Blast Furnace Gas - Losses","2016","Terajoules","0",""
"Algeria","Blast Furnace Gas - Losses","2015","Terajoules","1806",""
"Algeria","Blast Furnace Gas - Losses","2014","Terajoules","1638",""
"Algeria","Blast Furnace Gas - Losses","2013","Terajoules","1726",""
"Algeria","Blast Furnace Gas - Losses","2012","Terajoules","3350",""
"Algeria","Blast Furnace Gas - Losses","2011","Terajoules","3146",""
"Algeria","Blast Furnace Gas - Losses","2010","Terajoules","3692",""
"Algeria","Blast Furnace Gas - Losses","2009","Terajoules","3336",""
"Algeria","Blast Furnace Gas - Losses","2008","Terajoules","5409",""
"Algeria","Blast Furnace Gas - Losses","2007","Terajoules","5417",""
"Algeria","Blast Furnace Gas - Losses","2006","Terajoules","4547",""
"Algeria","Blast Furnace Gas - Losses","2005","Terajoules","4857",""
"Algeria","Blast Furnace Gas - Losses","2004","Terajoules","5192",""
"Algeria","Blast Furnace Gas - Losses","2003","Terajoules","4940",""
"Algeria","Blast Furnace Gas - Losses","2002","Terajoules","4961",""
"Algeria","Blast Furnace Gas - Losses","2001","Terajoules","3680",""
"Algeria","Blast Furnace Gas - Losses","2000","Terajoules","3504",""
"Algeria","Blast Furnace Gas - Losses","1999","Terajoules","3521",""
"Algeria","Blast Furnace Gas - Losses","1998","Terajoules","3927",""
"Algeria","Blast Furnace Gas - Losses","1997","Terajoules","2577","1"
"Algeria","Blast Furnace Gas - Losses","1996","Terajoules","2065","1"
"Algeria","Blast Furnace Gas - Losses","1995","Terajoules","2202","1"
"Algeria","Blast Furnace Gas - Losses","1994","Terajoules","2168","1"
"Algeria","Blast Furnace Gas - Losses","1993","Terajoules","3009","1"
"Algeria","Blast Furnace Gas - Losses","1992","Terajoules","2788","1"
