"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Austria","Other recovered gases - Production","2021","Terajoules","4154.84",""
"Austria","Other recovered gases - Production","2020","Terajoules","3462.298",""
"Austria","Other recovered gases - Production","2019","Terajoules","3724.885",""
"Austria","Other recovered gases - Production","2018","Terajoules","3393.468",""
"Austria","Other recovered gases - Production","2017","Terajoules","4316.865",""
"Austria","Other recovered gases - Production","2016","Terajoules","3819",""
"Austria","Other recovered gases - Production","2015","Terajoules","4025",""
"Austria","Other recovered gases - Production","2014","Terajoules","3971",""
"Austria","Other recovered gases - Production","2013","Terajoules","4156",""
"Austria","Other recovered gases - Production","2012","Terajoules","3842",""
"Austria","Other recovered gases - Production","2011","Terajoules","3819",""
"Austria","Other recovered gases - Production","2010","Terajoules","3493",""
"Austria","Other recovered gases - Production","2009","Terajoules","2862",""
"Austria","Other recovered gases - Production","2008","Terajoules","3496",""
"Austria","Other recovered gases - Production","2007","Terajoules","3814",""
"Austria","Other recovered gases - Production","2006","Terajoules","3761",""
"Austria","Other recovered gases - Production","2005","Terajoules","3709",""
"Austria","Other recovered gases - Transformation","2020","Terajoules","2127.313",""
"Austria","Other recovered gases - Transformation","2019","Terajoules","2490.005",""
"Austria","Other recovered gases - Transformation","2018","Terajoules","2299.461",""
"Austria","Other recovered gases - Transformation","2017","Terajoules","2873.435",""
"Austria","Other recovered gases - Transformation","2016","Terajoules","2512",""
"Austria","Other recovered gases - Transformation","2015","Terajoules","2704",""
"Austria","Other recovered gases - Transformation","2014","Terajoules","2646",""
"Austria","Other recovered gases - Transformation","2013","Terajoules","2792",""
"Austria","Other recovered gases - Transformation","2012","Terajoules","2475",""
"Austria","Other recovered gases - Transformation","2011","Terajoules","2393",""
"Austria","Other recovered gases - Transformation","2010","Terajoules","2167",""
"Austria","Other recovered gases - Transformation","2009","Terajoules","1464",""
"Austria","Other recovered gases - Transformation","2008","Terajoules","1818",""
"Austria","Other recovered gases - Transformation","2007","Terajoules","1955",""
"Austria","Other recovered gases - Transformation","2006","Terajoules","1886",""
"Austria","Other recovered gases - Transformation","2005","Terajoules","1589",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2020","Terajoules","2127.313",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2019","Terajoules","2490.005",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2018","Terajoules","2299.461",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2017","Terajoules","2873.435",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2016","Terajoules","2512",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2015","Terajoules","2704",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2014","Terajoules","2646",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2013","Terajoules","2792",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2012","Terajoules","2475",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2011","Terajoules","2393",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2010","Terajoules","2167",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2009","Terajoules","1464",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2008","Terajoules","1818",""
"Austria","Other recovered gases - Transformation in electricity, CHP and heat plants","2007","Terajoules","1955",""
