"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Austria","Direct use of geothermal heat - Final energy consumption","2021","Terajoules","488.391",""
"Austria","Direct use of geothermal heat - Final energy consumption","2020","Terajoules","492.815",""
"Austria","Direct use of geothermal heat - Final energy consumption","2019","Terajoules","475.867",""
"Austria","Direct use of geothermal heat - Final energy consumption","2018","Terajoules","472.765",""
"Austria","Direct use of geothermal heat - Final energy consumption","2017","Terajoules","514.394",""
"Austria","Direct use of geothermal heat - Final energy consumption","2016","Terajoules","300",""
"Austria","Direct use of geothermal heat - Final energy consumption","2015","Terajoules","301",""
"Austria","Direct use of geothermal heat - Final energy consumption","2014","Terajoules","267",""
"Austria","Direct use of geothermal heat - Final energy consumption","2013","Terajoules","329",""
"Austria","Direct use of geothermal heat - Final energy consumption","2012","Terajoules","346",""
"Austria","Direct use of geothermal heat - Final energy consumption","2011","Terajoules","278",""
"Austria","Direct use of geothermal heat - Final energy consumption","2010","Terajoules","321",""
"Austria","Direct use of geothermal heat - Final energy consumption","2009","Terajoules","281",""
"Austria","Direct use of geothermal heat - Final energy consumption","2008","Terajoules","254",""
"Austria","Direct use of geothermal heat - Final energy consumption","2007","Terajoules","237",""
"Austria","Direct use of geothermal heat - Final energy consumption","2006","Terajoules","263",""
"Austria","Direct use of geothermal heat - Final energy consumption","2005","Terajoules","270",""
"Austria","Direct use of geothermal heat - Final energy consumption","2004","Terajoules","240",""
"Austria","Direct use of geothermal heat - Final energy consumption","2003","Terajoules","240",""
"Austria","Direct use of geothermal heat - Final energy consumption","2002","Terajoules","310",""
"Austria","Direct use of geothermal heat - Final energy consumption","2001","Terajoules","190",""
"Austria","Direct use of geothermal heat - Final energy consumption","2000","Terajoules","206",""
"Austria","Direct use of geothermal heat - Final energy consumption","1999","Terajoules","189",""
"Austria","Direct use of geothermal heat - Final energy consumption","1998","Terajoules","245",""
"Austria","Direct use of geothermal heat - Final energy consumption","1997","Terajoules","183",""
"Austria","Direct use of geothermal heat - Final energy consumption","1996","Terajoules","178",""
"Austria","Direct use of geothermal heat - Final energy consumption","1995","Terajoules","141",""
"Austria","Direct use of geothermal heat - Final energy consumption","1994","Terajoules","118",""
"Austria","Direct use of geothermal heat - Final energy consumption","1993","Terajoules","117",""
"Austria","Direct use of geothermal heat - Final energy consumption","1992","Terajoules","151",""
"Austria","Direct use of geothermal heat - Final energy consumption","1991","Terajoules","151",""
"Austria","Direct use of geothermal heat - Final energy consumption","1990","Terajoules","151",""
"Austria","Direct use of geothermal heat - Consumption by other","2021","Terajoules","488.391",""
"Austria","Direct use of geothermal heat - Consumption by other","2020","Terajoules","492.815",""
"Austria","Direct use of geothermal heat - Consumption by other","2019","Terajoules","475.867",""
"Austria","Direct use of geothermal heat - Consumption by other","2018","Terajoules","472.765",""
"Austria","Direct use of geothermal heat - Consumption by other","2017","Terajoules","514.394",""
"Austria","Direct use of geothermal heat - Consumption by other","2016","Terajoules","300",""
"Austria","Direct use of geothermal heat - Consumption by other","2015","Terajoules","301",""
"Austria","Direct use of geothermal heat - Consumption by other","2014","Terajoules","267",""
"Austria","Direct use of geothermal heat - Consumption by other","2013","Terajoules","329",""
"Austria","Direct use of geothermal heat - Consumption by other","2012","Terajoules","346",""
"Austria","Direct use of geothermal heat - Consumption by other","2011","Terajoules","278",""
"Austria","Direct use of geothermal heat - Consumption by other","2010","Terajoules","321",""
"Austria","Direct use of geothermal heat - Consumption by other","2009","Terajoules","281",""
"Austria","Direct use of geothermal heat - Consumption by other","2008","Terajoules","254",""
"Austria","Direct use of geothermal heat - Consumption by other","2007","Terajoules","237",""
