DATAFLOW,FREQ,REF_AREA,COMMODITY,TRANSACTION,TIME_PERIOD,OBS_VALUE,UNIT_MULT,UNIT_MEASURE,OBS_STATUS
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1990,91033,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1991,92713,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1992,83987,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1993,67463,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1994,48658,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1995,51519,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1996,48538,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1997,46981,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1998,40046,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,1999,36163,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2000,30600,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2001,31513,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2002,29539,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2003,27759,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2004,24535,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2005,20008,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2006,18079,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2007,16540,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2008,17605,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2009,17374,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2010,17816,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2011,17892,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2012,16287,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2013,12673,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2014,11647,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2015,8598,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2016,4178,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2017,3040.901,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2018,2781.862,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2019,2591.056,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2020,1673.165,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,01,2021,1053.822,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1990,1729,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1991,2209,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1992,506,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1993,736,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1994,1127,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1995,1518,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1996,1659,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1997,1514,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1998,1131,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,1999,914,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2000,598,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2001,417,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2002,450,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2003,520,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2004,561,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2005,490,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2006,438,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2007,467,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2008,449,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2009,500,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2010,530,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2011,660,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2012,680,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2013,95,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2014,0,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2015,0,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2016,0,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,022,2017,0,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1990,14783,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1991,19611,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1992,20339,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1993,18400,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1994,15088,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1995,15896,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1996,17799,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1997,19757,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1998,21244,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,1999,20293,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2000,23446,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2001,35542,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2002,28687,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2003,31891,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2004,36153,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2005,43968,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2006,50528,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2007,43364,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2008,43876,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2009,38167,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2010,26540,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2011,32528,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2012,44816,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2013,50611,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2014,42225,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2015,22518,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2016,8914,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2017,8497,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2018,10061,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2019,6229,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2020,4532,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,03,2021,4607.697,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1990,2307,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1991,1824,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1992,973,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1993,1114,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1994,1236,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1995,859,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1996,988,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1997,1146,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1998,971,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,1999,761,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2000,660,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2001,550,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2002,537,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2003,543,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2004,621,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2005,536,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2006,443,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2007,544,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2008,600,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2009,647,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2010,715,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2011,491,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2012,488,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2013,595,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2014,425,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2015,385,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2016,444,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2017,495,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2018,634,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2019,740,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2020,1309,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,04,2021,1129.349,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1990,-1484,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1991,5561,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1992,3886,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1993,-1347,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1994,-19288,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1995,-7842,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1996,-3825,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1997,3683,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1998,-1421,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,1999,1164,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2000,-5855,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2001,3392,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2002,-501,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2003,-3237,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2004,60,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2005,2151,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2006,1262,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2007,-3076,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2008,3110,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2009,6609,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2010,-7206,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2011,-836,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2012,-2966,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2013,2641,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2014,5131,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2015,-6869,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2016,-5374,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2017,-3378,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2018,168.326,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2019,84,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2020,-2306,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,06,2021,-2753.787,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1990,95494,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1991,94176,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1992,88184,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1993,75875,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1994,72151,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1995,69204,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1996,65037,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1997,56907,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1998,57950,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,1999,50854,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2000,56054,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2001,59973,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2002,55616,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2003,59985,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2004,57510,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2005,59273,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2006,65043,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2007,60244,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2008,55462,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2009,46031,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2010,48459,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2011,48814,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2012,61389,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2013,57073,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2014,45115,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2015,34596,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2016,15285,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2017,11966.322,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2018,9668.161,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2019,5879.021,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,08,2020,5141.82,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1990,10085,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1991,9257,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1992,8439,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1993,7941,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1994,8074,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1995,8072,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1996,8049,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1997,8143,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1998,8169,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,1999,7919,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2000,8229,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2001,7132,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2002,5807,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2003,5729,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2004,5487,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2005,5570,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2006,5929,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2007,5932,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2008,5875,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2009,4936,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2010,5399,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2011,5282,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2012,4965,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2013,5288,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2014,4977,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2015,3667,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2016,1821,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2017,1888,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2018,1767,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2019,1809,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,081,2020,1675,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1990,777,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1991,747,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1992,727,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1993,1329,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1994,1190,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1995,982,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1996,946,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1997,864,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1998,635,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,1999,646,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2000,540,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2001,496,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2002,436,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2003,396,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2004,327,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2005,266,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2006,276,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2007,265,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2008,352,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2009,238,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2010,231,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2011,258,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2012,184,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2013,259,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2014,259,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2015,228,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2016,223,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2017,207,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2018,198,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2019,152,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,083,2020,166,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1990,618,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1991,630,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1992,549,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1993,499,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1994,481,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1995,561,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1996,531,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1997,571,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1998,559,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,1999,462,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2000,431,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2001,664,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2002,635,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2003,774,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2004,779,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2005,920,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2006,944,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2007,1051,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2008,925,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2009,694,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2010,854,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2011,862,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2012,878,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2013,1290,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2014,1373,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2015,1366,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2016,1179,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2017,1149,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2018,1042,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2019,1006,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,084,2020,968,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1990,84014,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1991,83542,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1992,78469,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1993,66106,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1994,62406,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1995,59589,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1996,55511,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1997,47329,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1998,48587,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,1999,41827,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2000,46854,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2001,51681,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2002,48738,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2003,53086,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2004,50917,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2005,52517,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2006,57894,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2007,52996,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2008,48310,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2009,40163,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2010,41975,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2011,42412,3,TN,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0100,088,2012,55362,3,TN,A
