DATAFLOW,FREQ,REF_AREA,COMMODITY,TRANSACTION,TIME_PERIOD,OBS_VALUE,UNIT_MULT,UNIT_MEASURE,OBS_STATUS
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1991,23367,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1992,20916,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1993,21566,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1994,22785,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1995,19626,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1996,17636,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1997,18349,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1998,15696,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,1999,8327,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2000,8333,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2001,5136,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2002,3129,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2003,2034,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2004,2826,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2005,3287,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2006,4448,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2007,4240,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2008,3856,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2009,2031,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2010,4044,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2011,2489,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2012,1813,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2013,2578,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2014,2302,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2015,3695,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2016,2789,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2017,2722,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2018,2658,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2019,2877,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1211,2020,3598,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1990,1865,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1991,1508,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1992,1440,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1993,1343,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1994,936,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1995,569,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1996,749,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1997,792,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1998,418,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,1999,259,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2000,720,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2001,1320,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2002,144,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2003,191,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2004,953,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2005,849,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2006,700,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2007,796,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2008,745,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2009,826,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2010,713,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2011,719,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2012,712,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2013,625,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2014,592,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2015,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2016,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214,2017,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1990,1865,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1991,1508,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1992,1440,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1993,1343,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1994,936,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1995,569,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1996,749,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1997,792,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1998,418,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,1999,259,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2000,720,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2001,1320,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2002,144,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2003,191,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2004,953,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2005,849,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2006,700,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2007,796,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2008,745,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2009,826,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2010,713,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2011,719,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2012,712,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2013,625,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2014,592,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2015,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2016,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,1214O,2017,0,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1990,58003,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1991,55807,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1992,51149,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1993,47531,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1994,48881,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1995,46274,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1996,48715,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1997,49828,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1998,49522,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,1999,45425,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2000,47235,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2001,41702,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2002,34752,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2003,34740,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2004,32818,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2005,33633,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2006,35576,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2007,35035,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2008,34131,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2009,29959,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2010,32747,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2011,32066,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2012,29942,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2013,30756,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2014,31030,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2015,26385,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2016,13781,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2017,14042,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2018,13234,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2019,13941,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2020,12755,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,GA,2021,11805,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1990,25189,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1991,24875,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1992,22356,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1993,22909,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1994,23721,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1995,20195,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1996,18385,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1997,19141,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1998,16114,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,1999,8586,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2000,9053,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2001,6456,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2002,3273,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2003,2225,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2004,3779,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2005,4136,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2006,5148,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2007,5036,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2008,4601,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2009,2857,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2010,4757,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2011,3208,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2012,2525,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2013,3203,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2014,2894,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2015,3695,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2016,2789,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2017,2722,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2018,2658,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2019,2877,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0350,NA,2020,3598,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,022,1990,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,022,1991,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,022,1992,95,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,022,1993,116,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,101,1990,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,101,1991,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,101,1992,95,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,101,1993,116,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,GA,1990,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,GA,1991,106,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,GA,1992,95,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0360,GA,1993,116,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1990,63028,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1991,64162,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1992,64274,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1993,64393,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1994,66334,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1995,69214,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1996,72392,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1997,74742,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1998,72410,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,1999,68483,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2000,63876,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2001,53160,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2002,47268,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2003,56844,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2004,56772,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2005,58316,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2006,59196,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2007,60123,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2008,55242,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2009,40315,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2010,41056,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2011,37812,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2012,42097,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2013,56073,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2014,55391,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2015,50870,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2016,36325,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2017,35148,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2018,32741,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2019,33717,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2020,33067,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,01,2021,36231,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1990,18641,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1991,20910,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1992,18873,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1993,15065,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1994,11310,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1995,12700,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1996,30700,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1997,30870,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1998,30723,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,1999,34585,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2000,32785,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2001,21698,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2002,21053,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2003,33494,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2004,35450,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2005,34171,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2006,33304,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2007,32776,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2008,28450,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2009,23565,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2010,19640,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2011,19673,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2012,25401,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2013,31627,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2014,31292,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2015,26931,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2016,19420,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2017,18095.599,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2018,16955.743,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2019,17908.466,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08,2020,18072.702,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1990,18641,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1991,20910,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1992,18873,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1993,15065,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1994,11310,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1995,12700,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1996,30643,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1997,30644,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1998,30644,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,1999,34506,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2000,32722,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2001,21688,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2002,21037,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2003,33483,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2004,35444,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2005,34163,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2006,33297,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2007,32765,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2008,28440,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2009,23511,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2010,19600,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2011,19664,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2012,25387,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2013,31614,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2014,31269,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2015,26862,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2016,19362,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2017,18069.599,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2018,16921.743,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2019,17859.466,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,088,2020,18026.702,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1990,16361,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1991,18630,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1992,16585,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1993,12252,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1994,9588,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1995,10515,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1996,28596,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1997,28597,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1998,28597,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,1999,28598,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2000,28576,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2001,17575,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2002,17940,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2003,30659,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2004,33088,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2005,32018,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2006,28797,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2007,29269,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2008,25394,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2009,20248,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2010,16978,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2011,18346,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2012,23734,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2013,29990,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2014,29708,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2015,26231,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2016,18845,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2017,17629.943,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2018,16527.012,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2019,17381.435,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08812,2020,17548.671,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1990,2280,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1991,2280,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1992,2288,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1993,2813,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1994,1722,0,TJ,A
UNSD:DF_UNDATA_ENERGY(1.0),A,826,0371,08822,1995,2185,0,TJ,A
